time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/learning_rate,train/approx_kl,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/clip_fraction
136,997.81,12755,278528,112.10685100999999,21,0.0003,0.021491945,0.13491950929164886,0.2,0.6602083567064255,0.6951138079166412,-0.03004552315105684,-1.1740605913102626,1350,0.272509765625
137,998.22,12838,280576,94.87717365,21,0.0003,0.023823353,0.04868665337562561,0.2,0.7732243712991476,0.707076221704483,-0.03435388378275093,-1.0830726429820061,1360,0.275537109375
138,998.22,12921,282624,79.11701498,21,0.0003,0.030027885,0.02817661687731743,0.2,0.4097308808355592,0.8824731037020683,-0.028750336982193404,-1.336680693551898,1370,0.27568359375
139,999.34,13004,284672,60.67587093,21,0.0003,0.026390325,0.0272526815533638,0.2,0.6257957885391079,0.8856152519583702,-0.021417005741386674,-1.3448931511491538,1380,0.246728515625
140,999.34,13086,286720,46.140526179999995,21,0.0003,0.029541258,0.04732942581176758,0.2,0.3236324916651938,0.953616589307785,-0.020272613063571043,-1.374763498827815,1390,0.2580078125
141,999.34,13169,288768,29.20631076,21,0.0003,0.031738453,0.054613396525382996,0.2,0.40476365204667675,0.9530710242688656,-0.03175377987208776,-1.3260738376528025,1400,0.287060546875
142,999.34,13253,290816,11.152147009999998,21,0.0003,0.01950552,0.05598092079162598,0.2,0.33199564356473277,0.9880554648116231,-0.014750168850878254,-1.3756787840276956,1410,0.148828125
143,1000.0,13337,292864,-6.370062290000001,21,0.0003,0.02540883,0.04285505414009094,0.2,0.19404970513423905,0.9907925650477409,-0.014656028694298584,-1.393234157934785,1420,0.245703125
144,1000.0,13420,294912,-22.524593569999997,21,0.0003,0.021127133,0.005740262567996979,0.2,0.2656640682660509,0.9847996337339282,-0.01619467388227349,-1.3807817056775094,1430,0.195654296875
145,1000.0,13505,296960,-40.2679411,21,0.0003,0.023982536,0.042081721127033234,0.2,0.1796835623390507,0.9933345555327833,-0.02172676120972028,-1.3882138088345528,1440,0.204150390625
146,1000.0,13590,299008,-43.25281505,22,0.0003,0.024761971,0.11723804473876953,0.2,0.20152413745527156,0.9911205936223269,-0.02019873597382684,-1.347530646249652,1450,0.186376953125
147,1000.0,13767,301056,-40.609442109999996,21,0.0003,0.019646386,0.02146460860967636,0.2,0.30948856040486133,0.9843397084623575,-0.012762707090587355,-1.341204535216093,1460,0.13408203125
148,1000.0,13851,303104,-38.48619653,21,0.0003,0.022220027,0.02851821482181549,0.2,0.19593316460959614,0.9947416698560119,-0.014276209667150397,-1.334590493142605,1470,0.201708984375
149,1000.0,13935,305152,-36.87838573,21,0.0003,0.018788975,0.0405011847615242,0.2,0.32822240084642545,0.9906220892444253,-0.00915930989140179,-1.2920903880149126,1480,0.1787109375
150,1000.0,14020,307200,-34.85243141,21,0.0003,0.019541271,0.02515237405896187,0.2,0.27392217991291545,0.9916881658136845,-0.017949577870604118,-1.37109985537827,1490,0.14990234375
151,1000.0,14103,309248,-32.08940417,21,0.0003,0.015199797,0.03852681815624237,0.2,0.4046508042840287,0.9855289421975613,-0.010952807147987187,-1.289833764359355,1500,0.214990234375
152,1000.0,14188,311296,-30.43225165,21,0.0003,0.01544131,-0.024653181433677673,0.2,0.2073960445355624,0.9945935653522611,-0.014813540969771565,-1.3071771644055843,1510,0.145849609375
153,1000.0,14274,313344,-29.05018622,21,0.0003,0.022426179,0.02886105328798294,0.2,0.22798420888138934,0.9919669199734926,-0.01574136829658528,-1.3360008712857963,1520,0.2146484375
154,1000.0,14359,315392,-23.14823746,21,0.0003,0.016726995,0.06855791807174683,0.2,0.6148109037196263,0.9623753093183041,-0.004437402018811554,-1.2339859981089831,1530,0.14423828125
155,1000.0,14443,317440,-20.88403534,21,0.0003,0.02177123,0.043435219675302505,0.2,1.1459470883011817,0.9635390006005764,-0.0131050940399291,-1.084242104180157,1540,0.187548828125
156,1000.0,14526,319488,-17.62865667,21,0.0003,0.018508306,0.02177271619439125,0.2,0.24189795278944076,0.9958031526766717,-0.013286944846913683,-1.310554613918066,1550,0.210888671875
157,1000.0,14610,321536,-13.835516700000001,22,0.0003,0.023033112,0.026038043200969696,0.2,1.1928842623718083,0.9705506078898907,-0.019407928227155934,-1.1776952654123307,1560,0.16708984375
158,1000.0,14696,323584,-4.140793550000001,22,0.0003,0.023660552,0.08609772473573685,0.2,1.5382034332491457,0.9715329688042402,-0.01577969743666472,-1.156118435226381,1570,0.160302734375
159,1000.0,14904,325632,-1.0159528199999999,21,0.0003,0.022066258,0.2665948271751404,0.2,1.9008726338855921,0.976277681067586,-0.0035676830833835994,-0.9835969602689147,1580,0.18642578125
160,1000.0,14988,327680,6.688921730000001,21,0.0003,0.026557354,0.07748863101005554,0.2,0.6888345662271604,0.9904130473732948,-0.009000884860142833,-1.2498368233442307,1590,0.1697265625
161,1000.0,15073,329728,16.442082659999997,21,0.0003,0.023475068,0.19078810513019562,0.2,2.386564531456679,0.9836898073554039,-0.012831827103946125,-0.8555317223072052,1600,0.205908203125
162,1000.0,15157,331776,23.02692041,21,0.0003,0.03370517,0.39206552505493164,0.2,1.179714153567329,0.9912935514003038,-0.01554414220736362,-1.042689617536962,1610,0.19365234375
163,1000.0,15242,333824,26.11777704999999,21,0.0003,0.03297752,0.4234958291053772,0.2,2.0931834102608264,0.9798573758453131,-0.0024199715990107507,-1.0197430681437254,1620,0.21611328125
164,1000.0,15328,335872,30.82164379,21,0.0003,0.031284533,0.11709368973970413,0.2,0.9794449004344642,0.9860727982595563,-0.009736829990288243,-1.187138914130628,1630,0.170703125
165,1000.0,15413,337920,35.01883854,21,0.0003,0.02943322,0.1828514039516449,0.2,1.3559536872431637,0.9889265466481447,-0.01799933832080569,-1.1153372151777148,1640,0.148046875
166,1000.0,15504,339968,41.027945149999994,21,0.0003,0.03469537,0.23482874035835266,0.2,1.9972289619036019,0.9822875149548054,-0.007824255071318476,-1.009061574190855,1650,0.198583984375
167,1000.0,15589,342016,46.693131169999994,21,0.0003,0.022228777,0.3403629660606384,0.2,2.653902369737625,0.983514154329896,-0.012377402548736427,-0.9469236891716719,1660,0.1986328125
168,1000.0,15675,344064,46.991922540000004,21,0.0003,0.1678858,0.10205364972352982,0.2,0.523832008545287,0.9746400993317366,-0.021166840454679915,-1.2113454647362232,1670,0.273388671875
169,1000.0,15761,346112,46.817825070000005,21,0.0003,0.0053649927,0.08656919002532959,0.2,1.8633877315092833,0.8645854294300079,-0.0020743107284943107,-0.32847930695861577,1680,0.091796875
170,1000.0,15847,348160,46.953590209999994,21,0.0003,0.01814109,0.4067552387714386,0.2,1.4867028667591513,0.519974559545517,0.0016685422306181863,-0.43181677274405955,1690,0.153515625
171,1000.0,16061,350208,46.82766183999999,21,0.0003,0.058919273,0.25365543365478516,0.2,1.2203879356384277,0.6369997262954712,-0.016281299816910177,-0.5967427074909211,1700,0.270947265625
172,1000.0,16149,352256,46.93018623,21,0.0003,0.008096795,0.09949363768100739,0.2,1.0448092710925265,0.8151073157787323,0.0011579821177292616,-0.5979958152398467,1710,0.156298828125
173,1000.0,16236,354304,46.27467927,21,0.0003,0.021277264,0.05313657224178314,0.2,0.7358152212575078,0.8838886991143227,-0.00656145186512731,-0.5714672019705176,1720,0.10107421875
174,1000.0,16324,356352,45.978423279999994,21,0.0003,0.014371989,0.03846663236618042,0.2,0.5876695921411738,0.8562449812889099,-0.002345102751860395,-0.5981048399582505,1730,0.10458984375
175,1000.0,16411,358400,45.96285433999999,21,0.0003,0.01605354,0.024307850748300552,0.2,0.5199848197749816,0.920108251273632,-0.005319956292805727,-0.9560449309647083,1740,0.20849609375
176,1000.0,16498,360448,45.79616521999999,21,0.0003,0.030914675,0.03007356822490692,0.2,0.4591295121703297,0.9432692863047123,-0.020804873896122445,-0.9141302486881614,1750,0.275048828125
177,1000.0,16587,362496,45.25520448,21,0.0003,0.022763912,0.05051177740097046,0.2,0.2841669765068218,0.9802894461899996,-0.0032494299579411746,-0.9362388219684362,1760,0.178173828125
178,1000.0,16675,364544,44.83910913,21,0.0003,0.021560378,0.010134585201740265,0.2,0.29359189695096577,0.9824533872306347,-0.006898762659693603,-0.937535066716373,1770,0.17861328125
179,1000.0,16761,366592,43.99468107999999,21,0.0003,0.021073751,-0.03730040788650513,0.2,0.26566908608656375,0.9762638807296753,-0.011128562249359675,-0.9799149947240948,1780,0.16865234375
180,1000.0,16848,368640,43.59746571000001,21,0.0003,0.020213429,-0.0022135265171527863,0.2,0.2452809935028199,0.9647927917540073,-0.01444061932634213,-1.0983193881809712,1790,0.220068359375
181,1000.0,16933,370688,42.62608812999999,21,0.0003,0.023523267,0.021715108305215836,0.2,0.23367045019986107,0.978920228779316,-0.02100285977794556,-1.1884240966290236,1800,0.212158203125
182,1000.0,17022,372736,41.49859427999999,21,0.0003,0.014757503,0.07817359268665314,0.2,0.19362889793119392,0.9836310967803001,-0.013458570749207865,-1.1192899087443948,1810,0.149658203125
183,1000.0,17109,374784,39.779706909999994,21,0.0003,0.021803606,0.04324272274971008,0.2,0.22025143123464658,0.9787435922771692,-0.015147756136138923,-1.0936963012441994,1820,0.191845703125
184,1000.0,17319,376832,38.377587410000004,21,0.0003,0.019960467,0.15265926718711853,0.2,0.3025633123354055,0.9463520310819149,-0.013830829635844566,-1.083757244423032,1830,0.1947265625
185,1000.0,17421,378880,35.11981086,21,0.0003,0.022254722,0.024013739079236984,0.2,0.22441781584639103,0.9717838298529387,-0.03432086684624665,-1.2286334499716758,1840,0.221923828125
186,1000.0,17524,380928,35.71109095,21,0.0003,0.01988033,0.039283186197280884,0.2,0.15405976239126176,0.9836479872465134,-0.021866515763395,-1.1549280639737844,1850,0.2119140625
187,1000.0,17620,382976,34.62958638999999,21,0.0003,0.029538415,0.09396442770957947,0.2,0.48979281894862653,0.904489129781723,-0.029682362494349947,-1.142793944478035,1860,0.259326171875
188,1000.0,17723,385024,34.913483,21,0.0003,0.024625104,-0.0003652051091194153,0.2,0.2657218263018876,0.9607715494930744,-0.036156612003105694,-1.3146938502788543,1870,0.27900390625
189,1000.0,17824,387072,34.935304540000004,21,0.0003,0.02457063,-0.023248225450515747,0.2,0.258758241427131,0.9496314376592636,-0.020613880536984652,-1.2324051018804312,1880,0.23828125
190,1000.0,17923,389120,35.58456913,21,0.0003,0.027563859,0.00017805397510528564,0.2,0.3836317354347557,0.9390968009829521,-0.031197243423957844,-1.1997111283242703,1890,0.320361328125
191,1000.0,18020,391168,35.6113634,21,0.0003,0.025361795,0.00667581707239151,0.2,0.22161485885735602,0.9756031688302755,-0.03236622469703434,-1.186181715503335,1900,0.290771484375
192,1000.0,18118,393216,34.76488292,21,0.0003,0.02260573,-0.03329647332429886,0.2,0.2773854874190874,0.9447171911597252,-0.032446102288668045,-1.2930100589990616,1910,0.2490234375
193,1000.0,18212,395264,36.59346116,21,0.0003,0.024001162,-0.017182745039463043,0.2,0.13683060995244886,0.9824686646461487,-0.029943392405402846,-1.3453790359199047,1920,0.18310546875
194,1000.0,18304,397312,37.587103139999996,21,0.0003,0.030044887,0.16015371680259705,0.2,0.5611105267074891,0.9527036100625992,-0.01942069610231556,-1.1829457137733699,1930,0.245458984375
195,1000.0,18412,399360,37.160781130000004,21,0.0003,0.03146073,0.014275852590799332,0.2,0.28647204654989766,0.9696743469685316,-0.03507126902695745,-1.2955461345613002,1940,0.246533203125
196,1000.0,18671,401408,37.514460719999995,21,0.0003,0.027050294,-0.015911974012851715,0.2,0.17072147675207816,0.9811841808259487,-0.02670555869844975,-1.3062779150903225,1950,0.2255859375
197,1000.0,18769,403456,37.04412702,21,0.0003,0.016564155,-0.025187082588672638,0.2,0.2634564202860929,0.9501782543957233,-0.024301609081885545,-1.2970193713903426,1960,0.177783203125
198,1000.0,18869,405504,37.71051628,21,0.0003,0.034379095,-0.012319523841142654,0.2,0.23854798035463318,0.9638543836772442,-0.0203532927975175,-1.2923626985400916,1970,0.223583984375
199,1000.0,18967,407552,37.246851050000004,21,0.0003,0.029557835,0.01173507422208786,0.2,0.24086034873034806,0.9729039408266544,-0.026187684207980056,-1.2815105356276035,1980,0.235986328125
200,1000.0,19071,409600,40.51609197,21,0.0003,0.023422573,0.021596036851406097,0.2,0.275838663673494,0.978798383846879,-0.015537334518739954,-1.3082322038710117,1990,0.19091796875
201,1000.0,19174,411648,45.28610518000001,21,0.0003,0.023992695,0.1724027395248413,0.2,1.30690481858328,0.9507851861417294,-0.00830568496894557,-0.9769257670268416,2000,0.21279296875
202,1000.0,19277,413696,47.64228784,21,0.0003,0.030921172,0.11984329670667648,0.2,0.9496221053879708,0.9688125774264336,-0.017124672932550312,-1.0225496087223291,2010,0.25830078125
203,1000.0,19375,415744,46.26992636999999,21,0.0003,0.019433435,0.028805427253246307,0.2,0.6921269415412098,0.9752199668437243,-0.01575448337534908,-1.0856427563354374,2020,0.18828125
204,1000.0,19471,417792,45.54779158999999,21,0.0003,0.030015135,0.1464010775089264,0.2,1.279877687897533,0.9727904181927443,-0.01152144805091666,-1.113080752082169,2030,0.242041015625
205,1000.0,19564,419840,45.454640790000006,21,0.0003,0.03079459,0.033696502447128296,0.2,0.6188381299376488,0.9823430851101875,-0.015871515379694758,-1.2155233912169934,2040,0.182958984375
206,1000.0,19658,421888,47.06165488,21,0.0003,0.03756191,0.27027106285095215,0.2,0.6678872278658673,0.9817223120480776,-0.017931639106245713,-1.1274800686165691,2050,0.202490234375
207,1000.0,19758,423936,46.40301726,21,0.0003,0.042386904,0.2334129512310028,0.2,2.0098989280872046,0.9740164391696453,-0.011544730752939358,-0.805054217018187,2060,0.272802734375
208,1000.0,19984,425984,47.33315232999999,21,0.0003,0.03333868,0.13056811690330505,0.2,0.904849260346964,0.9866487681865692,-0.01913445605605375,-0.9929189223796129,2070,0.154052734375
209,1000.0,20067,428032,44.23730012,21,0.0003,0.039682932,0.024354062974452972,0.2,0.6351212759269401,0.9906497076153755,-0.019205830289865843,-1.1402393961325288,2080,0.14794921875
210,1000.0,20153,430080,43.60503396,21,0.0003,0.050312333,0.058217283338308334,0.2,0.2997570788313169,0.9940942339599133,-0.015294283399816777,-1.2149432014673949,2090,0.175537109375
211,1000.0,20238,432128,39.97322969,21,0.0003,0.033169493,0.2194925844669342,0.2,1.7309608525596558,0.97352877818048,-0.014196031152096111,-0.8265915110707283,2100,0.244140625
212,1000.0,20322,434176,38.85724388999999,21,0.0003,0.03593652,0.037181295454502106,0.2,0.6064219693420455,0.9920518333092332,-0.01801896346223657,-0.9053699567914009,2110,0.148388671875
213,1000.0,20407,436224,42.01234765,21,0.0003,0.0283546,0.0711926817893982,0.2,0.6646450207801535,0.9918785821646452,-0.017885538238624578,-0.8964740658178926,2120,0.179443359375
214,1000.0,20494,438272,43.538576240000005,21,0.0003,0.03362032,0.18167951703071594,0.2,1.3587541689164937,0.9900413267314434,-0.013816862009116448,-0.9018498400226236,2130,0.208056640625
215,1000.0,20579,440320,42.382006739999994,21,0.0003,0.036512073,0.502892017364502,0.2,2.336120889149606,0.985089004971087,-0.015450444996531587,-0.8835663868114352,2140,0.191943359375
216,1000.0,20664,442368,50.65038807,21,0.0003,0.030189594,0.1528346836566925,0.2,1.2007998514920473,0.9918530145660043,-0.012494311620685039,-0.9759156500920654,2150,0.166064453125
217,1000.0,20748,444416,61.066356840000005,21,0.0003,0.045119073,0.32833775877952576,0.2,3.102938899770379,0.9593067280948162,-0.003577678692090558,-0.7561612745746971,2160,0.25419921875
218,1000.0,20833,446464,66.94543207,21,0.0003,0.042193957,0.34854447841644287,0.2,1.58209142209962,0.9849657416343689,-0.016166249880916438,-0.7212865957990289,2170,0.226220703125
219,1000.0,20920,448512,74.14525203,21,0.0003,0.042761233,0.13332132995128632,0.2,1.4049962470307946,0.988427322357893,-0.006409087700012606,-0.6608083715662361,2180,0.199267578125
220,1000.0,21134,450560,78.41998678,21,0.0003,0.035958365,0.16603577136993408,0.2,1.6115629317704587,0.9880574606359005,-0.009908415623067412,-0.9339705370366573,2190,0.284033203125
221,1000.0,21221,452608,82.48655774999999,21,0.0003,0.03308934,0.24629688262939453,0.2,0.9381329796742648,0.9874399434775114,-0.011097158469783607,-0.9476907284930348,2200,0.294189453125
222,1000.0,21306,454656,88.05768124000002,21,0.0003,0.050566547,0.1406601071357727,0.2,1.1303016596939415,0.99078100733459,-0.019034445456054528,-1.0737370911985635,2210,0.257080078125
223,1000.0,21392,456704,91.72471751,21,0.0003,0.03577509,0.2180183082818985,0.2,1.0194923657458275,0.991285908035934,-0.02495780831450247,-1.0817793067544699,2220,0.21328125
224,1000.0,21477,458752,98.76428486,21,0.0003,0.060882494,0.2673271596431732,0.2,0.6640465267002582,0.9935534070245922,-0.019018683982721996,-0.9171085996553302,2230,0.2181640625
225,1000.0,21563,460800,105.04539047,21,0.0003,0.042332217,0.1495835781097412,0.2,1.098919567419216,0.9925543661229312,-0.008641810341214296,-0.9912060089409351,2240,0.1955078125
226,1000.0,21647,462848,110.70328514,21,0.0003,0.042378485,0.1355927437543869,0.2,2.752032755687833,0.9713007975369692,-0.007917424172046595,-0.9750900667160749,2250,0.251171875
227,1000.0,21733,464896,115.76329599,21,0.0003,0.089584105,0.05937453359365463,0.2,1.295197357609868,0.9741483610123396,-0.020050576759967954,-0.927683039009571,2260,0.293017578125
228,1000.0,21820,466944,122.4784854,21,0.0003,0.030910488,0.1975269615650177,0.2,2.451214180327952,0.9875771543011069,-0.007238602977304253,-0.824954561330378,2270,0.21142578125
229,1000.0,21904,468992,126.51147300000002,21,0.0003,0.045967508,0.1780722439289093,0.2,2.17400538190268,0.9849245194345713,-0.002735836118517909,-1.1086204323917628,2280,0.21376953125
230,1000.0,21988,471040,132.27727003,21,0.0003,0.027697762,0.26539158821105957,0.2,1.255134255485609,0.9896487910300493,0.0074503403462586,-1.0567945608869196,2290,0.16650390625
231,1000.0,22073,473088,137.00360496,21,0.0003,0.024008028,0.7818962931632996,0.2,2.4980147315654904,0.9865485578775406,-0.006379088955145562,-1.0917330035939812,2300,0.1421875
232,1000.0,22272,475136,147.21318025,21,0.0003,0.028564405,0.325758695602417,0.2,1.2727870750706642,0.9887560661882162,-0.016439844571868888,-1.0703739704564215,2310,0.255078125
233,1000.0,22358,477184,155.84501845999998,21,0.0003,0.028820112,0.46071696281433105,0.2,3.7075856344774367,0.9829985871911049,-0.0012835538873332553,-0.8427183797582984,2320,0.190966796875
234,1000.0,22444,479232,165.28576964,21,0.0003,0.03305495,0.38741952180862427,0.2,3.731413731724024,0.9764523971825838,-0.02370677144572255,-0.8639567229896784,2330,0.25947265625
235,1000.0,22529,481280,165.62206147,21,0.0003,0.053912714,0.28167635202407837,0.2,3.6004328585229812,0.9631801433861256,-0.010851126395573374,-0.8395640006288886,2340,0.255712890625
236,1000.0,22616,483328,170.40409126999998,21,0.0003,0.046898924,0.19749289751052856,0.2,1.1435253489762545,0.9877793872728944,-0.02070970794884488,-1.0725167650729417,2350,0.187451171875
237,1000.0,22705,485376,172.03482482000007,21,0.0003,0.029658955,0.21730127930641174,0.2,1.6661948397755624,0.9785274490714073,-0.019272919492505026,-0.9805447952821851,2360,0.237744140625
238,1000.0,22790,487424,177.53305151,21,0.0003,0.025203383,0.07665812969207764,0.2,0.6415322655346245,0.9938468229956925,-0.010656144839595072,-0.8548474445939064,2370,0.202978515625
239,1000.0,22877,489472,184.50929517,21,0.0003,0.034867577,0.18771199882030487,0.2,1.5390820674598218,0.9779087249189615,-0.01782851568859769,-0.9274807214736939,2380,0.265625
