timesteps,eval_seed,episode_reward,episode_length
10000,100,14.814815,1000
10000,101,114.521452,1000
10000,102,72.043011,1000
10000,103,112.230216,1000
10000,104,4.026846,1000
20000,100,-55.555556,1000
20000,101,-63.69637,1000
20000,102,-60.573477,1000
20000,103,-133.751799,986
20000,104,-148.587248,856
30000,100,-3.703704,1000
30000,101,-0.990099,1000
30000,102,-17.562724,1000
30000,103,-2.877698,1000
30000,104,-16.107383,1000
40000,100,-66.666667,1000
40000,101,-63.69637,1000
40000,102,-71.326165,1000
40000,103,-67.625899,1000
40000,104,-69.798658,1000
50000,100,40.740741,1000
50000,101,-50.49505,1000
50000,102,-78.494624,1000
50000,103,-38.848921,1000
50000,104,17.449664,1000
60000,100,40.740741,1000
60000,101,-10.891089,1000
60000,102,32.616487,1000
60000,103,151.798561,1000
60000,104,27.516779,1000
70000,100,-59.259259,1000
70000,101,147.524752,1000
70000,102,18.27957,1000
70000,103,-89.208633,1000
70000,104,27.516779,1000
80000,100,-59.259259,1000
80000,101,-33.993399,1000
80000,102,72.043011,1000
80000,103,-13.669065,1000
80000,104,20.805369,1000
90000,100,-62.962963,1000
90000,101,-63.191749,458
90000,102,-64.157706,1000
90000,103,-34.086331,421
90000,104,-66.442953,1000
100000,100,-62.962963,1000
100000,101,-60.39604,1000
100000,102,-64.157706,1000
100000,103,-53.23741,1000
100000,104,-66.442953,1000
