rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate
-21.477026363636362,32768,991.7575757575758,16,1964,16,0.9935840358957648,0.21377394564915447,0.2,150,-1.4444068975746631,0.1208984375,0.0830577090382576,-0.016331955783971352,0.03501541,0.0003
-21.33562668571428,34816,992.2285714285714,17,2043,17,0.9889183677732944,0.29987385782878845,0.2,160,-1.4492257364094256,0.139306640625,-0.025034582242369652,-0.01938543407159159,0.016635649,0.0003
-14.672576945945943,36864,992.6486486486486,18,2187,16,0.9713462144136429,0.6120625205338002,0.2,170,-1.428839049115777,0.12109375,0.1888534277677536,-0.01087661915444187,0.018274676,0.0003
-12.804955999999997,38912,993.025641025641,19,2360,16,0.9201057404279709,2.721024019550532,0.2,180,-1.346391959488392,0.144482421875,0.40411338210105896,-0.006322054055635818,0.015716862,0.0003
-7.919219121951217,40960,993.3658536585366,20,2535,16,0.976002536714077,0.6934733640868217,0.2,190,-1.4095113705843687,0.191015625,0.1643855720758438,-0.010414084218791687,0.023468882,0.0003
1.1608951860465133,43008,993.6744186046511,21,2708,15,0.9499918781220913,1.1450652698520571,0.2,200,-1.334215796366334,0.229150390625,0.2086281031370163,-0.012997015692235436,0.024369631,0.0003
12.743860222222224,45056,993.9555555555555,22,2875,15,0.9186429083347321,5.693290734197944,0.2,210,-1.2416851110756397,0.231201171875,0.323941707611084,-0.005092314920329954,0.023681879,0.0003
14.763444106382982,47104,994.2127659574468,23,3041,15,0.9575186967849731,2.5812203504145144,0.2,220,-1.2508477065712214,0.192822265625,0.4366343319416046,-0.00787855088856304,0.031542514,0.0003
19.983056653061226,49152,994.4489795918367,24,3212,15,0.9780642129480839,1.399844975816086,0.2,230,-1.2984546404331923,0.19580078125,0.4840260148048401,0.0033375155850080772,0.023391416,0.0003
33.981762215686274,51200,994.6666666666666,25,3585,14,0.9627649821341038,2.4740029115229847,0.2,240,-1.2848055869340897,0.159375,0.18308866024017334,-0.013526542132603936,0.01636118,0.0003
44.624429339622644,53248,994.8679245283018,26,3762,14,0.9414415992796421,7.9446987809613345,0.2,250,-0.9434427514672279,0.199462890625,1.0385453701019287,-0.00824412226502318,0.015033935,0.0003
44.48134663636363,55296,995.0545454545454,27,3936,14,0.9624112509191036,2.994403804838657,0.2,260,-1.142709406092763,0.189453125,0.35119152069091797,-0.00910083577327896,0.021961961,0.0003
54.96395821052632,57344,995.2280701754386,28,4107,13,0.9840419553220272,1.856047109141946,0.2,270,-1.147341677546501,0.16875,0.21815556287765503,-0.012096791791555006,0.015949637,0.0003
62.95077589830509,59392,995.3898305084746,29,4278,13,0.9773481953889132,4.6680399343371395,0.2,280,-0.922921309992671,0.203662109375,0.6291822195053101,-0.013593055638921214,0.03683291,0.0003
64.42126690163936,61440,995.5409836065573,30,4451,13,0.9881832655519247,1.513143046060577,0.2,290,-1.2042246714234353,0.25966796875,0.3715704679489136,-0.017131391644943504,0.03847342,0.0003
76.43965453968255,63488,995.6825396825396,31,4622,13,0.9606469795107841,11.324464981257915,0.2,300,-0.984476868249476,0.138671875,0.9205850958824158,-0.007036260956374463,0.017104127,0.0003
86.4036454923077,65536,995.8153846153846,32,4795,13,0.9594030678272247,7.063323985226452,0.2,310,-1.039072359725833,0.101708984375,0.637349009513855,-0.002070184853801038,0.023545962,0.0003
97.94029356716419,67584,995.9402985074627,33,4968,13,0.9563906230032444,9.3772915545851,0.2,320,-0.8484707606956363,0.175390625,1.3432412147521973,0.0022882839206431528,0.035587646,0.0003
100.08368347826088,69632,996.0579710144928,34,5141,13,0.9727872610092163,7.4459723144769665,0.2,330,-1.0099814230576158,0.173095703125,1.477421760559082,-0.031387997938145416,0.04286278,0.0003
100.33592402816903,71680,996.169014084507,35,5311,13,0.9450356997549534,3.833177920617163,0.2,340,-0.9237368009984493,0.26865234375,0.604400634765625,-0.006559864015434869,0.18108533,0.0003
105.33172195945946,73728,996.3243243243244,36,5454,13,0.9669313617050648,3.1700385202653707,0.2,350,-1.1620890939608217,0.18955078125,0.9137346148490906,-0.013648442216799594,0.025048824,0.0003
103.87362949999999,75776,996.421052631579,37,5898,12,0.9569577872753143,3.7281088780611755,0.2,360,-1.0971490157768131,0.221923828125,0.43663346767425537,-0.0061869360928540115,0.080647245,0.0003
105.9844930897436,77824,996.5128205128206,38,6068,12,0.9057509079575539,2.635542592406273,0.2,370,-0.8915056956931948,0.2041015625,0.5387203097343445,-0.001330727426102385,0.020355515,0.0003
109.59967979999999,79872,996.6,39,6240,12,0.9619024991989136,3.3767709732055664,0.2,380,-1.012250817939639,0.172998046875,0.42515793442726135,-0.002160514188290108,0.029337622,0.0003
107.46980802439022,81920,996.6829268292682,40,6406,12,0.9278096780180931,4.302442011144012,0.2,390,-0.9012979455292225,0.225634765625,0.8374531865119934,-0.004171507772116456,0.032914724,0.0003
118.32239582142854,83968,996.7619047619048,41,6577,12,0.9677286520600319,1.4415952322771772,0.2,400,-1.1639186715707184,0.214453125,0.2310618758201599,0.0004558096210530493,0.03106711,0.0003
124.85082227906973,86016,996.8372093023256,42,6750,12,0.8827390819787979,15.999649011343717,0.2,410,-0.7543174231424927,0.20498046875,1.4330198764801025,0.006484973123588133,0.040558234,0.0003
134.1669967159091,88064,996.9090909090909,43,6920,12,0.8946104273200035,17.05141311734915,0.2,420,-0.7603328773751855,0.23515625,3.370626926422119,-0.01745256543799769,0.037077554,0.0003
151.1263337888889,90112,995.8666666666667,44,7091,12,0.9359851181507111,12.166997481510043,0.2,430,-0.8314144933596254,0.21025390625,1.5982866287231445,-0.004229346974170767,0.030018972,0.0003
163.31966493478262,92160,995.9565217391304,45,7266,12,0.6658946871757507,13.371946100890636,0.2,440,-0.6255860452540218,0.210400390625,1.9855257272720337,-0.00515898887097137,0.03804191,0.0003
171.2253455744681,94208,996.0425531914893,46,7433,12,0.8642891347408295,7.526523894816637,0.2,450,-0.6689151423983276,0.209130859375,0.8796828985214233,-0.002405857923440635,0.07859201,0.0003
170.52867205208332,96256,996.125,47,7601,12,0.9587688148021698,4.199391877278686,0.2,460,-0.9711848823353648,0.2595703125,0.6352563500404358,-0.005349497814313509,0.03226584,0.0003
176.96999392857143,98304,996.204081632653,48,7768,12,0.960669219493866,4.7556732906028625,0.2,470,-0.9276284521445632,0.22333984375,0.44325482845306396,-0.010334389304625801,0.05366201,0.0003
184.06750062,100352,996.28,49,8212,12,0.9671937040984631,4.677181153744459,0.2,480,-0.8090183662250638,0.224951171875,0.4391513466835022,-0.012487246637465432,0.041348442,0.0003
194.20460200000002,102400,996.28,50,8383,12,0.9796213954687119,3.588137387484312,0.2,490,-0.8848986718803644,0.198779296875,0.6158777475357056,-0.016271611966658384,0.04186609,0.0003
212.47409358000004,104448,995.49,51,8551,12,0.9664486981928349,11.306173337250948,0.2,500,-0.6735903330147266,0.149169921875,1.6379040479660034,-0.008104915246076417,0.02628058,0.0003
225.35912368000004,106496,995.26,52,8708,12,0.9499332047998905,8.237641631066799,0.2,510,-0.41307225488126276,0.120654296875,1.0593910217285156,-0.0003815094431047328,0.02899377,0.0003
236.13818209000002,108544,995.26,53,8805,12,0.9781101942062378,9.964811712503433,0.2,520,-0.6391598134301603,0.08125,1.005744457244873,-0.0019316446006996558,0.023596182,0.0003
244.81703472,110592,995.26,54,8890,12,0.9566056542098522,3.042613700311631,0.2,530,-0.9461613584309816,0.304736328125,1.269413948059082,-0.007990767585579307,0.034064382,0.0003
256.83450546999995,112640,995.26,55,8986,12,0.9880618695169687,3.012075022421777,0.2,540,-0.8297792568802833,0.177587890625,0.5048540830612183,-0.0021387561326264405,0.05472128,0.0003
273.26698374,114688,995.26,56,9091,12,0.9489022195339203,7.143293951451779,0.2,550,-0.6257459179498255,0.148046875,0.4717097282409668,-0.017494376386457587,0.03796608,0.0003
290.07320238999995,116736,994.0,57,9193,12,0.9296441003680229,13.593762545660137,0.2,560,-0.434991879761219,0.13564453125,2.181209087371826,-0.011053316949983127,0.065466784,0.0003
302.76780174999993,118784,995.58,58,9281,12,0.9518167451024055,8.212703486531973,0.2,570,-0.46024383725598456,0.13173828125,0.862366795539856,-0.011251777196594048,0.017288044,0.0003
312.63834768,120832,995.58,59,9367,12,0.9525966048240662,14.893475890904664,0.2,580,-0.5215114570222795,0.135791015625,1.727252721786499,-0.006581281745457091,0.03862031,0.0003
323.31386168,122880,995.58,60,9452,12,0.9833459667861462,3.5775186367332936,0.2,590,-0.8303501093760133,0.221728515625,0.6036792993545532,0.004237406494939933,0.057854846,0.0003
339.45388005999996,124928,995.58,61,9538,13,0.8943650498986244,21.02140228152275,0.2,600,-0.5368603993207216,0.24208984375,1.6123883724212646,0.010590787088585785,0.09243739,0.0003
354.8206936200001,126976,995.58,62,9730,13,0.8602843880653381,25.402531933784484,0.2,610,-0.5198522942140699,0.239111328125,2.8954434394836426,0.00787702663365053,0.08922389,0.0003
370.93708554000006,129024,996.72,63,9825,13,0.9086543992161751,11.68277078345418,0.2,620,-0.5230599743314087,0.20048828125,1.9744312763214111,-0.007741213978442829,0.07838452,0.0003
387.94344611,131072,995.51,64,9919,13,0.8600394427776337,8.053004246205091,0.2,630,-0.5668338807299733,0.2642578125,1.1298832893371582,0.01812029509601416,0.04294823,0.0003
402.79612242,133120,995.13,65,10006,13,0.7698653340339661,7.373132187500596,0.2,640,-0.6060980005189777,0.266552734375,2.211953639984131,0.012214749315171502,0.036534864,0.0003
429.15437106999997,135168,993.75,66,10092,13,0.9041874185204506,4.647051565349102,0.2,650,-0.635152839217335,0.252880859375,1.1794837713241577,0.006406649736163672,0.04678355,0.0003
440.60313251,137216,993.75,67,10181,13,0.935433641076088,5.464930958673358,0.2,660,-0.5517454625107348,0.197119140625,1.087158441543579,0.006792206582031213,0.03495998,0.0003
452.37382613999995,139264,993.75,68,10267,13,0.9609005078673363,4.057149594277144,0.2,670,-0.6049168690107762,0.22373046875,0.750715970993042,-0.002487962241866626,0.043925174,0.0003
449.64771518000003,141312,993.75,69,10354,13,0.9680569507181644,3.450278740748763,0.2,680,-0.6459737908095121,0.359326171875,0.5751539468765259,-0.00983875193996937,0.1012166,0.0003
442.5313229399999,143360,993.75,70,10440,13,0.878275454044342,3.03403270537965,0.2,690,-0.8761788299307227,0.389404296875,0.2667255699634552,0.020794207724247827,0.09993099,0.0003
436.91427795,145408,993.75,71,10527,13,0.015549063682556152,1.5561164036160335,0.2,700,-0.7643945172429085,0.369580078125,0.4515396058559418,0.006493333094113041,0.05018059,0.0003
431.77424461999993,147456,993.75,72,10616,13,0.0025941133499145508,1.1726536051486618,0.2,710,-0.7104410601779818,0.204638671875,0.46368318796157837,0.0028466358155128544,0.007268804,0.0003
426.4865873899999,149504,993.75,73,10705,13,0.11977338790893555,1.0901154144201428,0.2,720,-0.7582246154546738,0.1580078125,0.36576583981513977,0.0023783569216902834,0.018233486,0.0003
417.35104656999994,151552,993.75,74,10924,13,0.3823937177658081,0.6271604186040349,0.2,730,-0.7457548370584846,0.15263671875,0.16749784350395203,-0.0014084936032304541,0.014214238,0.0003
411.87787366000003,153600,993.75,75,11014,13,0.5394977033138275,0.38097575783613136,0.2,740,-0.7438494324684143,0.084716796875,0.07699908316135406,0.00024259988567791878,0.008680344,0.0003
405.56223087,155648,993.75,76,11105,14,0.5992842018604279,0.4384226109017618,0.2,750,-0.7582385089248419,0.09580078125,0.06013818085193634,-0.0010875655771087622,0.0055548884,0.0003
397.02402305,157696,993.75,77,11201,14,0.6210601925849915,0.265662417357089,0.2,760,-0.7394796146079898,0.097021484375,0.04908871650695801,-0.00947582306980621,0.012854383,0.0003
393.1633822299999,159744,993.75,78,11310,14,0.8557511121034622,0.14959870109159965,0.2,770,-0.7577741509303451,0.094482421875,0.021575259044766426,-0.0045630838911165485,0.007887886,0.0003
382.88612947,161792,993.75,79,11419,14,0.8637523651123047,0.1364336962258676,0.2,780,-0.7709174655377865,0.081005859375,0.04573436081409454,-0.005881591840443434,0.013608289,0.0003
375.38316998999994,163840,993.75,80,11535,14,0.9333793967962265,0.11247281486575958,0.2,790,-0.7160484643653036,0.07060546875,-0.0045993030071258545,-0.002251459409308154,0.0058450513,0.0003
364.0600140099999,165888,993.75,81,11647,14,0.8638920783996582,0.10593040611129254,0.2,800,-0.6247212272137403,0.037939453125,0.018193170428276062,-0.006235284502326977,0.004764056,0.0003
356.09610402,167936,993.75,82,11756,14,0.785715326666832,0.1002658721699845,0.2,810,-0.661339970678091,0.067822265625,0.020495213568210602,-0.008970924799359636,0.009625857,0.0003
350.72506651,169984,993.75,83,11862,14,0.646563708782196,0.10515567864640615,0.2,820,-0.7239565212279558,0.06865234375,0.03417637571692467,-0.006853762677928898,0.0048259776,0.0003
345.33993886999997,172032,993.75,84,11953,14,0.6971196234226227,0.1723568887071451,0.2,830,-0.6765526900067925,0.06201171875,0.05229371041059494,-0.003389289724873379,0.009627659,0.0003
340.35328191,174080,993.75,85,12061,14,0.767997607588768,0.06458962823526235,0.2,840,-0.6195056470111012,0.058837890625,-0.009085958823561668,-0.00788350321672624,0.010378905,0.0003
336.66552261,176128,993.75,86,12312,14,0.7912676483392715,0.08839878820290323,0.2,850,-0.6803577797487378,0.0794921875,0.07351119071245193,-0.00591597350066877,0.011451896,0.0003
330.6166667499999,178176,993.75,87,12402,14,0.7894362211227417,0.11010364917456172,0.2,860,-0.6552658263593912,0.06259765625,0.025140486657619476,-0.008987517874629702,0.0042514503,0.0003
324.62172759000003,180224,993.75,88,12493,14,0.8410613536834717,0.07872713448305149,0.2,870,-0.587140198238194,0.099755859375,-0.002694232389330864,-0.00840535053939675,0.013443973,0.0003
319.43074791000004,182272,993.75,89,12582,14,0.829468622803688,0.15609116482082755,0.2,880,-0.5151366747915744,0.045263671875,-0.003684965893626213,-0.0033243810990825295,0.009037819,0.0003
307.67933457,184320,993.75,90,12678,14,0.5804384648799896,0.35858751125633714,0.2,890,-0.4883130926638842,0.060498046875,0.04309738054871559,-0.004592622147174552,0.0096690655,0.0003
292.54320023,186368,993.75,91,12790,14,0.6319994926452637,0.25596379276830705,0.2,900,-0.4405964040197432,0.06630859375,0.08409496396780014,-0.004398782355565345,0.008452948,0.0003
280.61025882,188416,993.75,92,12884,14,0.6106234192848206,0.3626393151236698,0.2,910,-0.5189900669269264,0.0728515625,0.14550384879112244,-0.0068628017623268535,0.017432354,0.0003
263.32364234,190464,994.75,93,12972,14,0.7186293601989746,0.45888271413277837,0.2,920,-0.7793871831148863,0.20908203125,0.047989390790462494,-0.021098272826930043,0.03882569,0.0003
248.64765003,192512,994.75,94,13061,14,0.3601303696632385,0.329343642515596,0.2,930,-0.9075360605493188,0.222216796875,0.006806008517742157,-0.018255583388963714,0.022657223,0.0003
245.33335133,194560,994.75,95,13158,14,0.6404096782207489,0.23275018590502441,0.2,940,-1.0189765512943267,0.22626953125,-0.007755827158689499,-0.019097190489992498,0.028651481,0.0003
236.38526896,196608,994.75,96,13250,14,0.7540951818227768,0.4155539293307811,0.2,950,-0.9130356481298805,0.2353515625,0.09891960769891739,-0.03309360395942349,0.028338764,0.0003
229.26121902,198656,994.75,97,13344,14,0.6933036148548126,0.648471448244527,0.2,960,-1.055681200325489,0.246044921875,0.22772245109081268,-0.023781376041006295,0.022134125,0.0003
219.33314158000002,200704,994.75,98,13529,14,0.8244113177061081,0.5919455160619691,0.2,970,-1.0823399951681494,0.183740234375,0.08399298787117004,-0.01673057370207971,0.018320983,0.0003
205.03086653999998,202752,994.75,99,13615,14,0.9245952367782593,0.1828086843015626,0.2,980,-1.248745746165514,0.2294921875,0.007546506822109222,-0.014749752056377474,0.02832811,0.0003
186.36338306999997,204800,995.77,100,13702,14,0.9775316622108221,0.10273008485673926,0.2,990,-1.201054005138576,0.198095703125,0.01574435457587242,-0.0103527936298633,0.021027617,0.0003
173.89920411,206848,995.77,101,13789,15,0.9907003091648221,0.06557886327500455,0.2,1000,-1.1890906907618046,0.1853515625,0.008054345846176147,-0.012635238868824672,0.016065571,0.0003
172.91936894999995,208896,995.77,102,13875,15,0.9094896540045738,0.34601391047472135,0.2,1010,-1.1955072212964297,0.211669921875,0.05497593432664871,-0.011500309841358103,0.020719357,0.0003
164.88089417999998,210944,995.77,103,13962,15,0.9501673169434071,0.28850460214307533,0.2,1020,-1.1609939701855183,0.196240234375,0.05050884187221527,-0.00606207731179893,0.023906603,0.0003
152.79910683,212992,995.77,104,14047,15,0.99193175137043,0.11767949474742637,0.2,1030,-1.184552040696144,0.230078125,-0.010954061523079872,-0.019737121426442173,0.024199612,0.0003
138.35470109999997,215040,995.77,105,14134,15,0.9050990715622902,0.5109793112147599,0.2,1040,-1.1005222257226706,0.171240234375,0.08207187056541443,-0.008630081484443507,0.014480073,0.0003
123.22024843,217088,997.03,106,14222,15,0.9591476507484913,0.5596434618346393,0.2,1050,-0.9760485749691725,0.180517578125,0.05553377419710159,-0.01326596954895649,0.017940925,0.0003
106.89281879999999,219136,997.03,107,14326,15,0.9924263409338892,0.21174722776631824,0.2,1060,-1.0799751406535507,0.15244140625,0.06449895352125168,-0.010868147217843216,0.020027263,0.0003
99.99009260000001,221184,997.03,108,14432,15,0.938673596829176,0.604519476601854,0.2,1070,-0.9365335986018181,0.13310546875,0.012175628915429115,-0.007199801869865042,0.017635975,0.0003
88.61650030999999,223232,997.03,109,14534,15,0.9078966081142426,1.4242487527430057,0.2,1080,-0.6820024424232543,0.191162109375,0.19772851467132568,-0.012910751947492827,0.029507393,0.0003
78.04826946000001,225280,997.03,110,14758,15,0.9845641097053885,0.45521989322733136,0.2,1090,-0.8764875596389174,0.200341796875,0.1431656777858734,-0.014372131635900587,0.023708465,0.0003
65.25732479999999,227328,994.57,111,14861,15,0.9437428154051304,1.584760906547308,0.2,1100,-0.5443870728835464,0.13779296875,0.5218286514282227,-0.006231020181439817,0.02148347,0.0003
58.38809383000001,229376,994.57,112,14963,15,0.8239442855119705,8.527428604755551,0.2,1110,-0.4453525389544666,0.225,0.36969655752182007,0.0019843248926918024,0.12448415,0.0003
46.94968207,231424,996.16,113,15066,15,0.9625727646052837,3.6959450842812656,0.2,1120,-0.43886298276484015,0.159423828125,0.5002308487892151,-0.004255908720369917,0.016465427,0.0003
37.6922888,233472,996.48,114,15177,15,0.958391860127449,5.588646355085075,0.2,1130,-0.44996259808540345,0.214697265625,0.9206401109695435,0.0009121008897636784,0.034143917,0.0003
26.756198839999996,235520,997.54,115,15280,15,0.9615181274712086,2.4909946595318617,0.2,1140,-0.595972572080791,0.1931640625,0.3500525653362274,-0.004469715486629866,0.025253173,0.0003
18.168261899999997,237568,996.52,116,15384,15,0.9572849906980991,6.081965440325439,0.2,1150,-0.4937041356228292,0.17216796875,1.8258494138717651,0.0009623799713153857,0.021170564,0.0003
7.993605629999996,239616,996.52,117,15547,15,0.9211614429950714,6.62030392922461,0.2,1160,-0.5377742609009146,0.229345703125,1.3969554901123047,-0.013133377672056667,0.16302928,0.0003
15.396742119999997,241664,996.52,118,15721,15,0.9790768381208181,1.5359694990329444,0.2,1170,-0.4379555117338896,0.153955078125,0.3232627213001251,-0.006160478365927702,0.017209914,0.0003
26.361588299999994,243712,996.52,119,15888,15,0.9708011299371719,3.5499218182638286,0.2,1180,-0.5260143567807972,0.19833984375,0.5302767753601074,-0.0035317080386448652,0.02961664,0.0003
36.695600899999995,245760,996.52,120,16062,15,0.9692548140883446,6.436052793636918,0.2,1190,-0.5380461893044413,0.2265625,1.0992016792297363,-0.006123507267329842,0.04366243,0.0003
45.11847433,247808,996.52,121,16235,15,0.9116582274436951,6.6995917346328495,0.2,1200,-0.4895491407252848,0.243798828125,0.8313851356506348,-0.002953033098310698,0.03852489,0.0003
52.45910863,249856,996.52,122,16404,15,0.9149186238646507,7.131158484891057,0.2,1210,-0.47012828877195717,0.244775390625,3.151554584503174,-0.001352803384361323,0.043753743,0.0003
64.24524487000001,251904,996.52,123,16863,14,0.9374254122376442,7.5422421401366595,0.2,1220,-0.5013024017214776,0.215869140625,1.1040287017822266,-0.0031112563570786732,0.025326544,0.0003
73.64135806,253952,996.52,124,17034,14,0.8987302109599113,9.033134290203453,0.2,1230,-0.3845348278991878,0.191796875,1.441034197807312,0.00420760509732645,0.024650473,0.0003
77.66684681,256000,996.52,125,17202,14,0.9555170945823193,4.350106967799365,0.2,1240,-0.49267148347571493,0.18212890625,0.4756469428539276,0.004578562932874774,0.048151314,0.0003
85.80545147,258048,996.52,126,17396,14,0.990689804777503,1.1105796708259732,0.2,1250,-0.7604703390970826,0.17119140625,0.14475250244140625,-0.014548068740259624,0.028968405,0.0003
91.40297224000001,260096,996.52,127,17599,14,0.9671625383198261,2.3300755355507135,0.2,1260,-0.5379534728825093,0.20302734375,0.4597746431827545,-0.005429314842331223,0.04487984,0.0003
97.04111896,262144,996.52,128,17768,14,0.9888169141486287,1.6661718452349306,0.2,1270,-0.7281129452399909,0.209228515625,0.31770241260528564,-0.005855409581272397,0.036835633,0.0003
105.36464909,264192,996.52,129,17935,14,0.9839588608592749,1.8821744725573808,0.2,1280,-0.7236039031296968,0.1583984375,0.24978399276733398,-0.0026288148772437127,0.034321554,0.0003
113.57793932,266240,996.52,130,18104,14,0.9614257402718067,4.284995381440967,0.2,1290,-0.5487159937620163,0.19072265625,0.5998725891113281,0.00016407869188697077,0.019373082,0.0003
122.34198222000003,268288,996.52,131,18273,14,0.9699049964547157,5.875385630875826,0.2,1300,-0.531695532426238,0.201904296875,1.1009567975997925,-0.0023987889013369567,0.025707763,0.0003
132.28501447,270336,996.52,132,18444,14,0.9430491738021374,3.7324775946326554,0.2,1310,-0.5864644538611173,0.206982421875,0.5698044300079346,-0.008806440464104526,0.039335858,0.0003
141.85428246,272384,996.52,133,18615,14,0.951054111123085,7.019541259855032,0.2,1320,-0.4386898192577064,0.179833984375,1.1264073848724365,0.0016093977304990404,0.024116205,0.0003
147.51259327000002,274432,996.52,134,18793,14,0.8966234028339386,7.4426733333617445,0.2,1330,-0.3099910467863083,0.19677734375,0.9473305940628052,0.0017546703486004845,0.053832233,0.0003
154.30981970000002,276480,995.65,135,19197,14,0.9556256234645844,2.939587890729308,0.2,1340,-0.6300542258657515,0.21328125,0.2759048640727997,-0.009616454144997988,0.046298396,0.0003
166.53047041000002,278528,995.65,136,19366,14,0.745826929807663,11.246961561776697,0.2,1350,-0.36127423234283923,0.19658203125,1.1948347091674805,-0.00496670214124606,0.13220927,0.0003
178.24329337999998,280576,995.65,137,19532,14,0.9073323309421539,7.0027428271248935,0.2,1360,-0.32328615272417666,0.182421875,0.7615393400192261,-0.004125574399949983,0.10016416,0.0003
187.60662366,282624,995.65,138,19695,14,0.8835961222648621,9.268475627526641,0.2,1370,-0.2987240944989026,0.1880859375,0.9555472731590271,0.00617841499770293,0.032565836,0.0003
207.65677727,284672,995.65,139,19863,14,0.9388016946613789,5.631938555836678,0.2,1380,-0.5612282514572143,0.22685546875,0.42013072967529297,-0.00882666938850889,0.04636959,0.0003
218.17440204999994,286720,995.65,140,20024,14,0.9291006699204445,5.598754154331982,0.2,1390,-0.38001673528924584,0.208935546875,1.3582879304885864,0.010368090968404431,0.034570675,0.0003
221.4866241,288768,995.65,141,20184,14,0.943582646548748,4.504531107284128,0.2,1400,-0.4256820577196777,0.193408203125,3.4195690155029297,-0.0031730420028907246,0.039611876,0.0003
221.99746435,290816,995.65,142,20349,14,0.953893918544054,2.2089639008045197,0.2,1410,-0.6735657778568566,0.21064453125,0.30563366413116455,-0.01172720977338031,0.047588155,0.0003
236.53865358000007,292864,995.18,143,20462,14,0.9681003019213676,0.5889012119267136,0.2,1420,-1.0767209401354194,0.21201171875,0.03823985904455185,-0.00956718240850023,0.057961553,0.0003
252.31570805000004,294912,995.16,144,20565,14,0.8589085340499878,7.011405591294169,0.2,1430,-0.29710306725464763,0.154833984375,1.1471692323684692,0.0005338446295354516,0.024217235,0.0003
260.20001869000004,296960,995.16,145,20669,14,0.9100105166435242,9.823524945601822,0.2,1440,-0.34507586229592563,0.179296875,1.6357805728912354,0.0025552141705702525,0.038333394,0.0003
268.29904796000005,299008,995.16,146,20775,14,0.918237216770649,4.63659579064697,0.2,1450,-0.4589600061997771,0.204931640625,0.6111922264099121,0.005835172594379401,0.031551715,0.0003
271.13330773,301056,995.16,147,21046,14,0.948768138885498,3.9363472279161216,0.2,1460,-0.5685887011699379,0.336669921875,0.464229017496109,-0.035276894946582614,0.080874324,0.0003
281.65262912000003,303104,995.16,148,21155,14,0.9522146992385387,1.9909176725894213,0.2,1470,-0.6586659994907678,0.308740234375,0.8941571712493896,-0.01912670385936508,0.0900215,0.0003
