algorithm,model_path,training_seed,evaluation_seed,episode,episode_reward,episode_length,completed,termination_reason,visited_tiles,total_tiles,track_completion,lap_complete_percent,terminated,truncated,deterministic
ppo,best_models\ppo_final_1M_seed_10\ppo_final_1M_seed_10_best.zip,10,1005,1,654.6012269938568,1000,0,time_limit,246,326,0.754601226993865,0.95,0,1,1
