algorithm,training_seed,episodes,mean_reward,std_reward,median_reward,min_reward,max_reward,completion_rate,mean_episode_length,std_episode_length,mean_track_completion,deterministic
dqn,10,1,482.8220858895658,0.0,482.8220858895658,482.8220858895658,482.8220858895658,0.0,1000.0,0.0,0.5828220858895705,1
