rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/learning_rate,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/loss,train/explained_variance
995.56,621.73748591,144,8375,294912,35,0.0003,-0.6310707641765475,1430,2.3732818864285945,0.2,0.255615234375,0.006657649515545927,0.044149797,0.327601820230484,0.9651916027069092
995.56,629.13901951,145,8429,296960,35,0.0003,-0.4358541237190366,1440,7.825708873197437,0.2,0.209716796875,-0.0009363241668324917,0.050294943,0.778741717338562,0.9337702542543411
994.39,629.40489236,146,8484,299008,35,0.0003,-0.2726296971552074,1450,4.37020964641124,0.2,0.155908203125,0.005095550927217118,0.041733634,0.4845503866672516,0.7048345506191254
991.49,635.5583767,147,8607,301056,34,0.0003,-0.4327966572716832,1460,3.784651083871722,0.2,0.227001953125,0.011166239496378693,0.032213904,1.2163482904434204,0.9187677055597305
991.49,634.48271377,148,8659,303104,35,0.0003,-0.33356851534917953,1470,7.319424150511622,0.2,0.195849609375,0.0040184347599279135,0.06303707,1.1534979343414307,0.8974187299609184
991.49,640.2433550100001,149,8710,305152,35,0.0003,-0.40587929980829357,1480,8.458687948435545,0.2,0.221533203125,-0.006365304593055043,0.034780364,0.8671069145202637,0.863887146115303
991.49,634.2882698899999,150,8762,307200,35,0.0003,-0.52595773357898,1490,6.820755789801479,0.2,0.2580078125,0.0056238233039039185,0.061457757,1.3829277753829956,0.939730491489172
991.49,624.59103159,151,8815,309248,35,0.0003,-0.4997332072816789,1500,4.763255576603115,0.2,0.255859375,-0.004855765333923045,0.04998219,0.7159045338630676,0.9426286220550537
991.49,624.2551396399999,152,8867,311296,35,0.0003,-0.6117317999713123,1510,5.762549531087279,0.2,0.20830078125,0.011315176355128641,0.052587982,0.5941399335861206,0.9636807106435299
991.49,622.58917393,153,8917,313344,35,0.0003,-0.6508753654547036,1520,5.852072432823479,0.2,0.30302734375,-0.014823355097905732,0.07539512,0.594192624092102,0.9071043133735657
990.34,624.86711924,154,8968,315392,35,0.0003,-0.6217656250111758,1530,4.481059432402253,0.2,0.234423828125,-0.002075161320681218,0.039488822,0.4360336363315582,0.9641789793968201
988.0,631.3935037400001,155,9020,317440,35,0.0003,-0.2862275389954448,1540,7.4045578122138975,0.2,0.1599609375,0.003471412236103788,0.04372072,1.0219885110855103,0.8979210555553436
985.51,634.04272088,156,9071,319488,35,0.0003,-0.23799125873483717,1550,12.912230993062257,0.2,0.154150390625,0.007999461972212884,0.039877955,1.9936723709106445,0.8478933721780777
984.19,632.14530646,157,9125,321536,35,0.0003,-0.310677287587896,1560,10.740436822921037,0.2,0.15458984375,0.006327242976112757,0.047590405,1.453938364982605,0.9224681928753853
984.88,624.1735082600001,158,9175,323584,35,0.0003,-0.4045618672389537,1570,6.551257863640785,0.2,0.20390625,-0.009263260995066958,0.07980628,0.6077277064323425,0.9419378861784935
984.88,613.47441867,159,9298,325632,35,0.0003,-0.5513573598116637,1580,3.8350319478660824,0.2,0.2177734375,-0.002352064286242239,0.039022416,0.3191347122192383,0.9735018685460091
985.08,597.3051508399999,160,9348,327680,35,0.0003,-0.6186331434175372,1590,4.0963151643052695,0.2,0.223486328125,-6.097671284805983e-05,0.059702676,0.7780942320823669,0.9666697233915329
983.3,600.7497031199999,161,9397,329728,35,0.0003,-0.5845652936957777,1600,2.051433625165373,0.2,0.16640625,0.008208650624146685,0.03503169,0.18274977803230286,0.9551564827561378
980.71,602.04510807,162,9447,331776,35,0.0003,-0.296347886370495,1610,5.508780008554458,0.2,0.144189453125,-0.006238125961681362,0.031522162,1.6470136642456055,0.9573348648846149
978.96,590.86074765,163,9497,333824,35,0.0003,-0.3032251311931759,1620,15.554552835971117,0.2,0.172412109375,-0.006889773950388189,0.06685157,2.672244071960449,0.8969040960073471
978.96,596.58928701,164,9548,335872,35,0.0003,-0.43881322992965577,1630,24.039871955662967,0.2,0.22939453125,-0.00442922179645393,0.10371943,1.321545124053955,0.8686342239379883
978.96,607.0312939099999,165,9599,337920,35,0.0003,-0.17219229678157716,1640,13.222924308106304,0.2,0.15068359375,0.01244755963125499,0.08205943,1.8896673917770386,0.7123249769210815
977.38,611.4098890299999,166,9650,339968,35,0.0003,-0.41508061066269875,1650,8.743777401000262,0.2,0.19208984375,0.0024544441781472414,0.034670867,0.7597647309303284,0.9026433080434799
977.38,619.52519788,167,9700,342016,35,0.0003,-0.6558832071721554,1660,9.163754231669008,0.2,0.30166015625,-0.02010460657184012,0.15057215,0.8217670917510986,0.8103126585483551
977.38,627.82073726,168,9752,344064,35,0.0003,-0.24723322731442748,1670,6.813647543825209,0.2,0.145703125,-0.0077978383575100455,0.22480467,1.0376683473587036,0.9657509997487068
977.38,635.15896131,169,9804,346112,35,0.0003,-0.3245319038163871,1680,12.193176062032581,0.2,0.1486328125,0.0030247647620853966,0.03347752,1.7175121307373047,0.8988567739725113
975.59,639.29660222,170,9856,348160,35,0.0003,-0.4851819384843111,1690,9.112070959433913,0.2,0.1703125,0.004356825791182928,0.047878437,0.7182477116584778,0.9641978740692139
975.59,637.16590576,171,9987,350208,35,0.0003,-0.49990066662430765,1700,4.955330923385918,0.2,0.191943359375,0.012716791543061845,0.058667384,0.9087641835212708,0.9660713225603104
975.59,635.0968629299999,172,10038,352256,35,0.0003,-0.6566507620736957,1710,5.398296238109469,0.2,0.20888671875,-0.003910783946048468,0.07530424,0.6026759147644043,0.9551646076142788
975.59,629.49666071,173,10090,354304,35,0.0003,-0.3242848449386656,1720,9.369594032689928,0.2,0.17890625,-0.004507120503694751,0.07477505,1.5604052543640137,0.8747628182172775
975.59,617.9014271699999,174,10142,356352,35,0.0003,-0.463517095381394,1730,8.120627960935234,0.2,0.283837890625,1.9743258599191903e-05,0.1404325,1.479020595550537,0.9686209484934807
975.59,615.23522845,175,10193,358400,35,0.0003,-0.8375975327566266,1740,2.908072533365339,0.2,0.227978515625,0.003345228621037677,0.032737367,0.42917534708976746,0.9729402810335159
975.59,607.3978764999999,176,10245,360448,35,0.0003,-0.33458647984080014,1750,15.661922511830927,0.2,0.186376953125,0.005635573445033515,0.043426447,1.385075330734253,0.8195414990186691
975.59,608.0738547,177,10296,362496,35,0.0003,-0.6422836990095675,1760,9.384395249933004,0.2,0.21982421875,0.010559663263848051,0.047088817,0.9098370671272278,0.9490135945379734
975.59,601.2303433000002,178,10347,364544,35,0.0003,-0.38270486928522585,1770,17.052259139716625,0.2,0.22890625,0.007604339349200018,0.19733053,1.8616843223571777,0.8962958827614784
975.59,602.3426981900001,179,10398,366592,35,0.0003,-0.4946904068812728,1780,9.431583013013006,0.2,0.243994140625,0.012132826409651899,0.04915659,1.227593183517456,0.9408616907894611
975.59,608.5487565,180,10451,368640,35,0.0003,-0.23011277471669017,1790,26.922572220861912,0.2,0.191796875,0.031409079073637255,0.106329575,1.9685251712799072,0.6818764805793762
973.13,613.78934743,181,10502,370688,35,0.0003,-0.3527125533204526,1800,8.531860425695777,0.2,0.204443359375,-0.002616616335581057,0.052297816,0.9097134470939636,0.851364329457283
973.13,613.5381856199999,182,10553,372736,35,0.0003,-0.2778213235083967,1810,10.062256336212158,0.2,0.1716796875,0.012474231689702719,0.027125139,1.031870722770691,0.8526069521903992
973.13,613.35851452,183,10605,374784,35,0.0003,-0.39302675938233733,1820,11.60342267639935,0.2,0.24306640625,-0.018314651669061276,0.25557947,1.4665220975875854,0.8803147822618484
973.13,616.20210577,184,10735,376832,35,0.0003,-0.42963394047692416,1830,7.6601370219141245,0.2,0.1966796875,0.003748003848886583,0.046334032,1.522628664970398,0.9593110866844654
975.64,611.7858808599999,185,10787,378880,35,0.0003,-0.38936768341809513,1840,8.127405485138297,0.2,0.217333984375,-0.0009514681500149891,0.05297095,1.3713630437850952,0.9293316230177879
975.64,609.52441451,186,10838,380928,35,0.0003,-0.31994319879449906,1850,6.821249406039715,0.2,0.181689453125,-0.0033960905129788443,0.067267396,0.953602135181427,0.8667682558298111
975.64,593.34170765,187,10890,382976,35,0.0003,-0.5272128973156214,1860,6.8319862365722654,0.2,0.244287109375,-0.007505590893561021,0.05115871,0.709825873374939,0.9420979246497154
974.45,593.861685,188,10941,385024,35,0.0003,-0.7850173326209188,1870,2.6280314770527182,0.2,0.244921875,0.005223535984987393,0.031741463,0.4971550703048706,0.9773970805108547
974.45,597.7218107900001,189,10993,387072,35,0.0003,-0.34212229163385927,1880,7.153840787336231,0.2,0.158642578125,-0.010314619120617863,0.029420499,1.5973188877105713,0.9074947759509087
974.45,601.2965492899999,190,11044,389120,35,0.0003,-0.49562464002519846,1890,4.628865724988282,0.2,0.2791015625,0.00039467219030484555,0.54493624,0.5550832152366638,0.9410620629787445
974.45,615.1643176399999,191,11094,391168,35,0.0003,-0.2977513778489083,1900,8.223233461752534,0.2,0.169287109375,-0.013300056749721989,0.05223057,0.7982865571975708,0.7050159275531769
975.44,620.84564425,192,11145,393216,35,0.0003,-0.26089744046330454,1910,7.715406098216772,0.2,0.1384765625,-0.003450097622408066,0.042806983,1.055100679397583,0.7841501384973526
975.44,623.5918508899999,193,11196,395264,35,0.0003,-0.30105047915130856,1920,6.423119367659092,0.2,0.15244140625,0.004781645981711336,0.0475087,0.9358672499656677,0.8807333558797836
978.47,622.36976568,194,11247,397312,35,0.0003,-0.32740241680294274,1930,12.805427736416458,0.2,0.203564453125,0.011525186419021338,0.050154597,2.9691407680511475,0.9048881009221077
979.51,625.43367863,195,11299,399360,35,0.0003,-0.28729651975445447,1940,6.701930194720626,0.2,0.17509765625,0.002901384294091258,0.05175575,1.653437852859497,0.8953462168574333
979.51,622.6451075599999,196,11428,401408,35,0.0003,-0.3022591589950025,1950,6.701439632475376,0.2,0.170556640625,-0.0017302966705756262,0.045427546,0.9563269019126892,0.9323893487453461
979.51,625.25635647,197,11481,403456,35,0.0003,-0.3218042238149792,1960,7.461523204296827,0.2,0.159814453125,0.0058673759936937134,0.03341198,1.0414178371429443,0.9331920966506004
979.51,630.42761368,198,11532,405504,35,0.0003,-0.4298399734310806,1970,7.679152152687311,0.2,0.23017578125,0.0007152566337026656,0.16151181,1.2738606929779053,0.9494452737271786
979.51,635.3698837000001,199,11583,407552,35,0.0003,-0.31618544585071506,1980,9.986683165282011,0.2,0.16357421875,-0.003339646336098667,0.044186316,2.7874701023101807,0.9003471210598946
979.51,644.87823243,200,11635,409600,35,0.0003,-0.3853462934028357,1990,7.2621998772025105,0.2,0.189794921875,-0.0074479004630120475,0.122265205,0.7921827435493469,0.944892879575491
979.51,647.32048079,201,11687,411648,35,0.0003,-0.25118258511647584,2000,11.709542516246438,0.2,0.179541015625,-0.01480914289422799,0.12800765,1.4768376350402832,0.8112047910690308
980.66,646.38437943,202,11740,413696,35,0.0003,-0.42366254683583976,2010,7.272977112233638,0.2,0.246044921875,-0.013641158860991709,0.071703956,1.1210445165634155,0.9510381743311882
983.0,646.36070436,203,11791,415744,35,0.0003,-0.2813030027784407,2020,6.622627864405513,0.2,0.16552734375,0.0018058485788060353,0.06105499,2.0904364585876465,0.9173825234174728
983.55,648.28292871,204,11843,417792,35,0.0003,-0.29519946975633504,2030,6.885817236080766,0.2,0.172119140625,0.0030571144714485856,0.07531783,1.08725106716156,0.8789774477481842
982.58,643.4651482099999,205,11895,419840,35,0.0003,-0.31576683023013175,2040,7.537860940769315,0.2,0.16572265625,0.005748162737290841,0.03772222,1.2175428867340088,0.9121554866433144
982.63,637.1890307699999,206,11946,421888,35,0.0003,-0.43277227245271205,2050,7.834679032117128,0.2,0.228515625,0.0011796712351497263,0.1187251,0.5977990627288818,0.9316355064511299
982.63,635.63009885,207,11998,423936,35,0.0003,-0.8602894052863121,2060,2.185630595497787,0.2,0.313916015625,-0.01885133438918274,0.076631606,0.2648984491825104,0.9766261242330074
982.63,644.04563936,208,12127,425984,35,0.0003,-0.9365637641400099,2070,1.9301503767259418,0.2,0.27265625,-0.001998474459105637,0.0834024,0.2583591341972351,0.9702497087419033
984.41,641.6679539399998,209,12179,428032,35,0.0003,-0.6492185581475496,2080,3.387669562920928,0.2,0.173388671875,0.006416659741080366,0.090820774,1.0552910566329956,0.9803620371967554
987.0,640.10568123,210,12230,430080,35,0.0003,-0.23063214542344213,2090,6.523927872627974,0.2,0.112646484375,-0.0029966720423544755,0.03998627,0.8409200310707092,0.4637868404388428
988.75,648.050487,211,12282,432128,35,0.0003,-0.22092542597092688,2100,5.937552404403687,0.2,0.10029296875,-0.0029175115370890124,0.03484688,1.2444729804992676,0.91878392547369
988.75,647.2049599099998,212,12334,434176,35,0.0003,-0.37981593389995394,2110,6.825731148757041,0.2,0.19365234375,-0.01440574525622651,0.035765428,1.3147728443145752,0.9122299030423164
988.75,644.68895464,213,12386,436224,35,0.0003,-0.2394833206664771,2120,7.007494258135557,0.2,0.160888671875,0.008978613950603176,0.049828716,0.786056637763977,0.8606075644493103
988.75,651.0308050699999,214,12438,438272,35,0.0003,-0.37431096914224327,2130,5.429206673428416,0.2,0.151611328125,-0.004351501367636956,0.03297714,0.9663758873939514,0.9623881205916405
990.33,660.92708949,215,12490,440320,35,0.0003,-0.350164738483727,2140,4.5449138302356005,0.2,0.184521484375,-0.012563803704688325,0.046522845,0.4908157289028168,0.9414030984044075
990.33,660.0073728599999,216,12541,442368,35,0.0003,-0.4567510589025915,2150,4.432283146120608,0.2,0.170654296875,0.002323766965128016,0.027082995,0.2570618689060211,0.9646194726228714
990.33,660.42780046,217,12593,444416,35,0.0003,-0.2592856740113348,2160,7.343824154138565,0.2,0.13564453125,-0.0022376588778570293,0.022384759,1.043931007385254,0.9180218726396561
992.12,653.53084811,218,12644,446464,35,0.0003,-0.44144839653745294,2170,3.82538058180362,0.2,0.2033203125,-0.007289477447920944,0.042783275,1.1906441450119019,0.9703211858868599
992.12,648.87211026,219,12695,448512,35,0.0003,-0.5273876092396677,2180,4.539254423417151,0.2,0.205224609375,-0.0046136315781041045,0.1128205,0.5292680263519287,0.9777282141149044
992.12,659.69570797,220,12826,450560,35,0.0003,-0.8130165621638298,2190,2.7503201121464373,0.2,0.276904296875,-0.009402646920352708,0.0572329,0.4477510154247284,0.9731614124029875
992.12,650.89746965,221,12877,452608,35,0.0003,-0.22333146166056395,2200,12.633638583868741,0.2,0.157080078125,0.008555760991293937,0.048707955,2.3410611152648926,0.7182877063751221
992.12,653.70370239,222,12927,454656,35,0.0003,-0.8463766498491168,2210,3.1141653189435603,0.2,0.23720703125,-0.013653075162437744,0.058608826,0.3492729961872101,0.9754430577158928
992.12,654.95715012,223,12977,456704,35,0.0003,-0.8182646065950394,2220,2.561874855775386,0.2,0.22470703125,0.005767495893087471,0.24576944,1.6181457042694092,0.9893484180793166
992.12,655.48321411,224,13029,458752,35,0.0003,-0.41273032426834105,2230,16.791970637068154,0.2,0.220947265625,0.006242997963272501,0.14977898,1.5258148908615112,0.9159718006849289
992.12,656.28096322,225,13080,460800,35,0.0003,-0.40491025410592557,2240,10.986284718289971,0.2,0.2818359375,0.013268932289793155,0.12880172,0.8904884457588196,0.9073798432946205
992.12,652.38217489,226,13131,462848,35,0.0003,-0.7999805231578648,2250,2.5959102625027297,0.2,0.34013671875,-0.007856919708137866,0.08609899,1.1663769483566284,0.9763864278793335
992.12,647.71516098,227,13183,464896,35,0.0003,-0.29882256584241984,2260,13.938935356214643,0.2,0.152490234375,0.004154629637196194,0.05152248,1.2755630016326904,0.8856398314237595
991.4,644.8401484,228,13234,466944,35,0.0003,-0.2479381295852363,2270,11.873143421113491,0.2,0.147265625,0.012509557855082676,0.029156089,0.7280188798904419,0.83238685131073
991.4,639.43419316,229,13290,468992,35,0.0003,-0.20917643527500332,2280,18.219688902795315,0.2,0.129150390625,0.005706246425688732,0.034448795,1.0466586351394653,0.6792742609977722
993.86,628.15492704,230,13342,471040,35,0.0003,-0.34832673058845104,2290,6.7679646605625745,0.2,0.175732421875,-0.005634165606170427,0.029253699,0.8203899264335632,0.9273881837725639
993.86,626.63101887,231,13393,473088,35,0.0003,-0.5238485527224839,2300,4.626584207639098,0.2,0.2296875,-0.010141679244406987,0.04485639,0.3931139409542084,0.958041600883007
993.86,624.06532907,232,13523,475136,35,0.0003,-0.5551868276670575,2310,5.225249096844346,0.2,0.229638671875,-0.01513956542039523,0.1160914,0.44073331356048584,0.9619312658905983
993.86,622.13874215,233,13575,477184,35,0.0003,-0.37091627889312806,2320,16.868067625164986,0.2,0.240478515625,0.012765830141142942,0.075824484,1.5870709419250488,0.7700516581535339
993.86,618.93849382,234,13627,479232,35,0.0003,-0.5089199910871685,2330,7.45789284799248,0.2,0.25908203125,-0.0062588518834672865,0.10937944,0.6426345109939575,0.9255955144762993
993.86,614.0641410500001,235,13678,481280,35,0.0003,-0.5829560183919966,2340,5.19457382299006,0.2,0.251318359375,-0.011294888982229167,0.08885586,0.5618309378623962,0.9537666514515877
995.05,606.9780378400001,236,13731,483328,35,0.0003,-0.9990400137379766,2350,2.8216404860839246,0.2,0.357958984375,0.001889808887790423,0.03606818,0.8464969396591187,0.9233713001012802
995.05,597.07135396,237,13782,485376,35,0.0003,-0.8665536813437938,2360,3.360690524801612,0.2,0.2638671875,0.006573600525734946,0.030807395,0.38814777135849,0.9536674581468105
995.05,589.40172151,238,13835,487424,35,0.0003,-0.9513137582689524,2370,2.9092720514163375,0.2,0.29921875,0.0034330233334912918,0.04175374,0.5831835269927979,0.9529458284378052
995.05,576.2945465600001,239,13886,489472,35,0.0003,-0.8002126079052687,2380,2.2610708589665593,0.2,0.340283203125,-0.017628890255582518,0.108618826,0.3664696216583252,0.9802866391837597
995.05,560.08638057,240,13937,491520,35,0.0003,-1.2065266124904155,2390,1.1284081942168995,0.2,0.27509765625,-0.003935602207639022,0.016128324,0.07614414393901825,0.97063715942204
995.05,558.94154341,241,13989,493568,35,0.0003,-0.9038763763383031,2400,1.8127171979285777,0.2,0.170751953125,-0.000925864813325461,0.02990944,0.3680659830570221,0.9750335477292538
995.05,548.5635476399999,242,14042,495616,35,0.0003,-0.6358639503829181,2410,3.300238021556288,0.2,0.217333984375,0.003112916320969816,0.04109369,0.31046175956726074,0.9636414051055908
995.05,540.4340587199999,243,14094,497664,35,0.0003,-0.620270318724215,2420,4.764724677987397,0.2,0.21103515625,-0.01041476193786366,0.04495031,1.2190417051315308,0.9307931289076805
995.05,534.26518504,244,14147,499712,35,0.0003,-0.722815615683794,2430,3.9789276679977776,0.2,0.218994140625,-0.01014832780638244,0.04834422,0.2677711844444275,0.9565201848745346
993.69,529.91506248,245,14269,501760,35,0.0003,-0.33642330053262415,2440,5.490826948359609,0.2,0.161181640625,0.0075126023701159285,0.04042516,1.0093610286712646,0.9132116138935089
993.69,517.20834281,246,14320,503808,35,0.0003,-0.6496307020075619,2450,6.433819893188774,0.2,0.223046875,-0.012813954918237868,0.089270234,0.519295871257782,0.941484410315752
993.69,510.21988709,247,14373,505856,35,0.0003,-0.7668957989662886,2460,4.992556376568973,0.2,0.249169921875,-0.0073885820369469,0.033125855,0.3709286153316498,0.9587997868657112
991.45,510.64608279,248,14425,507904,35,0.0003,-0.46593705136328933,2470,11.239764522761106,0.2,0.231689453125,-0.006871503040019889,0.060432844,0.6949422359466553,0.9138374105095863
991.45,506.75264616,249,14477,509952,35,0.0003,-0.4546420373022556,2480,6.4804593561217185,0.2,0.227001953125,0.002091768549871631,0.05337882,1.6774189472198486,0.9278514385223389
991.45,510.38613413,250,14528,512000,35,0.0003,-0.5803636586293578,2490,6.146084910817445,0.2,0.24326171875,-0.004782791634352179,0.049972966,0.8770469427108765,0.9610472284257412
991.45,502.28540363,251,14580,514048,35,0.0003,-0.4821213652379811,2500,19.590855723619462,0.2,0.2447265625,-0.003087634268740658,0.07854381,3.024667739868164,0.8324816226959229
989.77,502.82345369,252,14631,516096,35,0.0003,-0.7726388467475772,2510,3.1007714269682767,0.2,0.290478515625,0.011146921516046859,0.045252234,1.142926573753357,0.9760062545537949
994.0,501.46213411,253,14682,518144,35,0.0003,-0.3492729119025171,2520,8.778531575948,0.2,0.180126953125,0.013152737502241506,0.030931331,1.2957212924957275,0.738355427980423
994.0,507.62683463999997,254,14733,520192,35,0.0003,-0.45860207695513966,2530,9.893975087255239,0.2,0.1859375,0.0010964570043142884,0.044834603,3.054309606552124,0.8041728436946869
994.0,522.9054053000001,255,14786,522240,35,0.0003,-0.439983260538429,2540,11.559640035033226,0.2,0.256005859375,-0.011028500989777968,0.13413003,0.8383548855781555,0.9032933637499809
989.62,530.6815333800001,256,14838,524288,35,0.0003,-0.36301781036891045,2550,7.0477154038846495,0.2,0.1623046875,-0.002068445763143245,0.027736135,1.1827794313430786,0.8949155732989311
989.62,531.46935656,257,14968,526336,35,0.0003,-0.4399612701497972,2560,7.778067404218018,0.2,0.215185546875,0.01574890081392368,0.20651004,0.9052389860153198,0.9109942987561226
989.62,525.5449923200001,258,15020,528384,35,0.0003,-0.48023345349356533,2570,8.160598009079695,0.2,0.243212890625,-0.0027347496536094694,0.05616598,0.8283568620681763,0.9115635827183723
989.62,525.74636562,259,15073,530432,35,0.0003,-0.4480499930679798,2580,11.721645068377256,0.2,0.25712890625,-0.00388639345910633,0.09837105,0.9345646500587463,0.8520432263612747
989.62,528.3475874000001,260,15125,532480,35,0.0003,-0.3195082651916891,2590,7.896446317061782,0.2,0.175634765625,0.0006912305419973563,0.03656192,1.280693769454956,0.8903506249189377
989.62,528.01000709,261,15177,534528,35,0.0003,-0.4102827234193683,2600,9.740582190081478,0.2,0.24306640625,-0.007124853740970138,0.1545935,0.8782209157943726,0.8953830152750015
989.62,536.71869829,262,15229,536576,35,0.0003,-0.3251170229166746,2610,10.641772377490998,0.2,0.212939453125,0.0185160413137055,0.07722844,2.215796709060669,0.8814854547381401
989.62,529.35854164,263,15281,538624,35,0.0003,-0.4064231809228659,2620,9.842842450365424,0.2,0.204931640625,0.005080011559766717,0.03067556,2.004067897796631,0.9304058030247688
989.62,535.4540414,264,15333,540672,35,0.0003,-0.4753565801307559,2630,5.123173246532678,0.2,0.209912109375,-0.0002451148902764544,0.041911654,0.6931388974189758,0.9615908972918987
989.62,531.1762624700001,265,15386,542720,35,0.0003,-0.43745557218790054,2640,7.149935026466847,0.2,0.255712890625,-0.014551792562997434,0.14752471,1.3489043712615967,0.9442308396100998
989.62,525.26906908,266,15438,544768,35,0.0003,-0.46334040109068153,2650,3.9779692731797693,0.2,0.206591796875,0.008897170684940647,0.0430599,1.1593843698501587,0.9807862211018801
989.62,535.6919569400001,267,15491,546816,35,0.0003,-0.5539421212859452,2660,5.087564803287387,0.2,0.265869140625,0.006911844057322014,0.041060105,0.7197691202163696,0.9349841624498367
989.62,522.7800410300001,268,15543,548864,35,0.0003,-0.5225094381719828,2670,4.65443477742374,0.2,0.223779296875,-0.015229452814674005,0.05112752,1.053418755531311,0.9715953040868044
989.62,522.1864609500001,269,15674,550912,35,0.0003,-0.8088023727759719,2680,2.7537959227338433,0.2,0.288427734375,0.006279433828603942,0.064768806,0.16725319623947144,0.979594063013792
989.62,529.35626749,270,15726,552960,35,0.0003,-0.5690253809094429,2690,4.828331477567554,0.2,0.250732421875,0.0050068824559275525,0.031233918,0.6646320223808289,0.9363888427615166
986.85,532.36141205,271,15778,555008,35,0.0003,-0.23144568037241697,2700,7.546111835166812,0.2,0.13427734375,0.00463418758881744,0.04051753,0.7077875733375549,0.8291881382465363
983.69,532.9672777799999,272,15830,557056,35,0.0003,-0.4232594014145434,2710,8.556238889321685,0.2,0.199658203125,-0.009992819844046607,0.060161136,1.2715706825256348,0.9323781430721283
983.69,540.7706438099999,273,15882,559104,35,0.0003,-0.4326404299587011,2720,7.573709833621979,0.2,0.1986328125,0.004628075865912251,0.0617311,1.2128099203109741,0.9539453610777855
983.69,538.91086404,274,15934,561152,35,0.0003,-0.5249747019261122,2730,6.350225196965039,0.2,0.2177734375,-0.007492928110877983,0.07782012,0.5596093535423279,0.9635396711528301
983.69,535.0613352099999,275,15986,563200,35,0.0003,-0.6496390846557916,2740,3.788360255584121,0.2,0.309716796875,0.028423892709542996,0.073421374,0.39979085326194763,0.9598470143973827
984.41,525.1398649299999,276,16040,565248,35,0.0003,-0.6406607400625944,2750,5.835605230089277,0.2,0.196337890625,-0.005751468562812079,0.10218528,0.9389199018478394,0.970431100577116
984.41,520.76784169,277,16091,567296,35,0.0003,-0.4817832841537893,2760,8.910213698633015,0.2,0.20830078125,-0.00012074556725565344,0.05782523,0.9036211371421814,0.9430536590516567
984.41,521.2286792,278,16144,569344,35,0.0003,-0.6846686931326985,2770,6.517015041876585,0.2,0.240869140625,0.03939551700314041,0.03355541,0.7292782664299011,0.9416588358581066
984.41,522.7290717999999,279,16196,571392,35,0.0003,-0.6415838347747922,2780,6.759619151987136,0.2,0.227197265625,-0.0068548226365237495,0.04318777,0.3039797246456146,0.9545362964272499
984.41,520.38219492,280,16248,573440,35,0.0003,-0.5216347150504589,2790,8.833489387854934,0.2,0.2353515625,-0.010855257464572787,0.043375265,1.1588095426559448,0.9346759170293808
984.41,519.23119261,281,16381,575488,35,0.0003,-0.44959529852494595,2800,11.990852420777083,0.2,0.245703125,-0.0014020679504028522,0.1056378,1.6715154647827148,0.8884806334972382
984.41,519.0218178,282,16432,577536,35,0.0003,-0.48868828983977436,2810,9.598495819047093,0.2,0.234228515625,-0.0030583369036321527,0.07109143,1.1058604717254639,0.9182878583669662
984.41,530.68166278,283,16483,579584,35,0.0003,-0.48866557199507954,2820,10.942798937857152,0.2,0.238623046875,-0.007457595302548725,0.054366406,0.6742695569992065,0.9125440418720245
984.41,540.15175117,284,16535,581632,35,0.0003,-0.515208106674254,2830,8.575136524066329,0.2,0.25029296875,0.007464737149712164,0.05101822,1.0011255741119385,0.9377480037510395
984.41,549.7324759799999,285,16587,583680,35,0.0003,-0.40404616557061673,2840,8.337565403059125,0.2,0.2248046875,-0.0067630038451170545,0.13000983,0.7567554712295532,0.9140883162617683
984.41,562.60858348,286,16638,585728,35,0.0003,-0.45374702792614696,2850,5.691476789675653,0.2,0.26025390625,-0.006730387786228675,0.0717721,1.1417194604873657,0.9474821425974369
984.41,575.52567927,287,16689,587776,35,0.0003,-0.35712196873500945,2860,10.71814281642437,0.2,0.246435546875,-0.02605651779813343,0.21646312,1.8520351648330688,0.8291032612323761
984.41,584.74022645,288,16741,589824,35,0.0003,-0.48378156274557116,2870,21.142883795499802,0.2,0.2259765625,0.004492983173986431,0.04277798,1.974749207496643,0.9114651307463646
984.41,583.78806066,289,16792,591872,35,0.0003,-0.37603270560503005,2880,10.43863412514329,0.2,0.19521484375,0.017219195429061075,0.044493824,1.0527498722076416,0.7141650319099426
984.41,592.57405636,290,16844,593920,35,0.0003,-0.3934776629321277,2890,8.07354702502489,0.2,0.229833984375,0.0071666573116090145,0.034088325,1.8228172063827515,0.9495756216347218
984.41,600.1785969700001,291,16896,595968,35,0.0003,-0.42164049856364727,2900,18.578234158828856,0.2,0.2623046875,-0.012765258303261362,0.37866148,2.548072099685669,0.9032030701637268
984.41,604.7350457900001,292,16949,598016,35,0.0003,-0.3203705268912017,2910,11.133263420686125,0.2,0.18193359375,-0.001445367831911426,0.029630464,1.2564350366592407,0.877737782895565
985.77,607.16966836,293,17079,600064,35,0.0003,-0.4419270183891058,2920,5.742278304323554,0.2,0.259716796875,0.015699249668978156,0.031789202,0.6144381761550903,0.9579073488712311
985.77,612.92003079,294,17131,602112,35,0.0003,-0.39532092548906805,2930,6.743555132299662,0.2,0.188525390625,-0.003141774024697952,0.08494003,3.6845991611480713,0.9475158303976059
985.77,624.57099929,295,17183,604160,35,0.0003,-0.26400395075324923,2940,7.439544225111604,0.2,0.158740234375,-0.006960967778286431,0.036782004,1.0928623676300049,0.8634491711854935
